#Run,StartTime,StopTime,Delivered,Recorded
160938,2011-03-20 13:57:28.978938,2011-03-20 14:47:15.323386,168822.027652,149986.461329
160939,2011-03-20 14:48:18.837456,2011-03-20 15:45:05.136592,184585.327878,151505.790533
160940,2011-03-20 15:46:32.580863,2011-03-20 16:20:22.361855,106424.584123,91888.25155
160942,2011-03-20 16:23:40.377819,2011-03-20 16:33:00.317403,29639.0818819,12350.1249078
160943,2011-03-20 16:34:30.564298,2011-03-20 17:00:33.728970,78686.3520621,76005.3939136
160954,2011-03-20 20:18:15.433904,2011-03-20 20:50:08.560816,181299.290636,75867.6090402
160955,2011-03-20 20:51:01.984018,2011-03-20 22:18:54.748434,794606.877233,422153.643957
160956,2011-03-20 22:19:50.813296,2011-03-20 22:47:27.301232,236619.796067,202145.038985
160957,2011-03-20 22:48:47.348228,2011-03-21 05:04:01.585668,2675324.20389,2541774.3623
160998,2011-03-21 14:23:07.476500,2011-03-21 16:13:33.428244,790095.500901,688936.229239
161008,2011-03-21 16:15:00.206030,2011-03-21 18:05:02.826958,713359.171595,674677.448576
161016,2011-03-21 18:06:03.994069,2011-03-21 20:12:26.509269,749707.258188,678517.169783
161103,2011-03-22 11:16:51.305572,2011-03-22 11:59:37.695332,449099.216221,389215.432548
161106,2011-03-22 12:05:17.032534,2011-03-22 12:20:03.603542,149228.94036,94511.6209039
161107,2011-03-22 12:21:04.652931,2011-03-22 12:35:51.223939,145295.594988,103129.837608
161113,2011-03-22 12:36:48.268068,2011-03-22 12:53:31.493156,158231.569505,81322.2690828
161116,2011-03-22 12:54:29.482873,2011-03-22 13:01:52.768377,70892.2794483,35125.1747394
161117,2011-03-22 13:02:42.488586,2011-03-22 13:13:59.082250,105066.024132,79256.6450202
161119,2011-03-22 13:20:21.796728,2011-03-22 14:45:31.245432,678070.002774,547781.12868
161156,2011-03-22 15:37:25.902090,2011-03-22 16:11:39.013898,267017.970651,36220.556734
161165,2011-03-22 16:12:38.148191,2011-03-22 16:50:44.568159,286530.819119,228500.761501
161176,2011-03-22 16:52:12.776730,2011-03-22 17:08:56.001818,122500.573042,118637.516151
161216,2011-03-22 20:06:36.898636,2011-03-22 20:26:26.770252,182804.919105,76370.2125076
161217,2011-03-22 20:27:34.051121,2011-03-23 01:33:12.072497,3964861.41297,3766265.4302
161222,2011-03-23 01:34:02.320459,2011-03-23 02:26:08.649803,571125.408458,407586.747637
161223,2011-03-23 02:27:04.482926,2011-03-23 05:05:20.125038,1590030.19472,1453124.35012
161224,2011-03-23 05:06:31.243313,2011-03-23 05:11:34.543921,50094.5864261,46645.7427654
161233,2011-03-23 08:18:11.694035,2011-03-23 08:32:58.265043,200973.351491,111484.777631
161310,2011-03-23 21:07:21.634403,2011-03-23 21:55:57.986403,552069.658627,478695.330443
161311,2011-03-23 21:56:56.542251,2011-03-24 02:29:54.775083,3432860.17039,3301328.53034
161312,2011-03-24 02:31:18.097318,2011-03-24 09:18:48.792486,3809398.06395,3792994.69966
162518,2011-04-13 12:56:09.922243,2011-04-13 14:32:12.633795,1137017.39734,927308.251413
162526,2011-04-13 14:35:09.749767,2011-04-13 14:35:33.080583,8806.25927491,51.4479909988
162713,2011-04-14 23:01:53.974181,2011-04-15 03:06:29.057445,2496500.87512,1008852.19329
162718,2011-04-15 06:14:03.657537,2011-04-15 07:31:49.820737,833102.671907,570815.723185
162733,2011-04-15 07:32:46.771580,2011-04-15 07:50:16.658300,184821.270523,72794.4748229
162739,2011-04-15 07:51:15.240079,2011-04-15 08:06:48.472719,165416.76344,26692.1004926
162742,2011-04-15 08:07:55.447744,2011-04-15 08:56:31.799744,500970.975678,161953.1676
162760,2011-04-15 08:57:24.590590,2011-04-15 09:18:24.454654,214838.583772,133443.900028
162762,2011-04-15 09:19:20.947380,2011-04-15 10:01:44.006324,422759.801509,385227.210767
162765,2011-04-15 10:03:07.561382,2011-04-15 10:11:17.508518,83007.0068459,78856.0579071
162803,2011-04-15 13:49:15.299096,2011-04-15 14:25:25.064984,512108.457325,449433.23467
162808,2011-04-15 14:26:25.303629,2011-04-15 14:50:08.483405,340634.795525,271137.335603
162810,2011-04-15 14:51:38.630198,2011-04-15 15:06:01.870390,205529.59335,0.0
162811,2011-04-15 15:07:07.210611,2011-04-15 17:21:16.342131,1724388.86864,1697132.24062
162822,2011-04-15 21:53:31.805950,2011-04-15 23:54:51.020542,1317003.96362,1259967.8212
162823,2011-04-15 23:55:55.887064,2011-04-16 00:02:55.841752,97645.2403105,1315.14643927
162824,2011-04-16 00:03:46.041924,2011-04-16 00:09:59.334980,86802.2330335,7.28341072578
162825,2011-04-16 00:11:02.935769,2011-04-16 01:28:49.098969,992303.928545,892377.575021
162826,2011-04-16 01:29:46.691620,2011-04-16 01:45:43.255076,200248.71973,106762.955935
162827,2011-04-16 01:46:46.824599,2011-04-16 02:41:59.800471,665486.114939,560866.166473
162828,2011-04-16 02:43:26.861914,2011-04-16 03:15:19.988826,366617.114953,362711.536514
162909,2011-04-16 15:39:16.549939,2011-04-16 17:15:42.592307,1903718.71399,1870058.21314
162917,2011-04-16 22:55:29.093546,2011-04-16 22:55:29.093546,0.0,0.0
162924,2011-04-17 00:55:08.337657,2011-04-17 01:53:04.629241,763211.091936,561842.971538
162925,2011-04-17 01:54:09.249515,2011-04-17 03:57:25.118187,2622399.10544,2403560.42385
162926,2011-04-17 03:58:29.959053,2011-04-17 08:35:21.500045,5163992.33065,4997728.15031
162929,2011-04-17 08:36:27.716329,2011-04-17 10:31:33.637865,1862433.13567,1845317.48418
163045,2011-04-18 20:46:25.756325,2011-04-18 20:51:29.056933,106159.171026,0.0
163046,2011-04-18 20:52:22.203193,2011-04-18 22:28:01.583929,1667639.54333,1643354.72259
163069,2011-04-19 03:03:28.470057,2011-04-19 07:14:40.177193,4314714.5923,4158640.78648
163070,2011-04-19 07:15:37.315751,2011-04-19 07:19:53.954727,82074.875496,4161.56488247
163071,2011-04-19 07:20:55.939870,2011-04-19 08:35:35.456542,1286008.3277,1061189.98009
163072,2011-04-19 08:36:28.476572,2011-04-19 08:52:48.370844,276698.070411,173198.198512
163076,2011-04-19 08:53:46.461001,2011-04-19 08:56:53.107529,54946.0231378,1637.24083957
163078,2011-04-19 08:58:23.463261,2011-04-19 09:12:00.041821,228497.370741,218388.163537
163232,2011-04-20 22:07:35.309037,2011-04-20 22:07:11.978221,526965.966143,343340.975916
163233,2011-04-20 22:26:09.956782,2011-04-21 00:22:49.201582,1988466.25762,1847281.74861
163234,2011-04-21 00:23:54.290973,2011-04-21 00:51:54.109725,454889.379697,400183.129165
163235,2011-04-21 00:52:42.919960,2011-04-21 03:56:15.065112,2744861.64201,2648954.74234
163236,2011-04-21 03:57:32.705275,2011-04-21 04:10:45.953019,190409.444607,0.0
163237,2011-04-21 04:11:36.757998,2011-04-21 05:36:22.875886,1158367.58013,1112923.20881
163238,2011-04-21 05:37:43.507885,2011-04-21 05:42:23.477677,57924.1912739,57462.7342406
163252,2011-04-21 09:36:21.129574,2011-04-21 10:15:14.211174,934420.195882,732560.201785
163254,2011-04-21 10:16:02.206123,2011-04-21 10:19:32.183467,90462.5731189,0.104234099771
163255,2011-04-21 10:20:33.284212,2011-04-21 17:14:40.603252,8175150.86341,7152274.85438
163261,2011-04-21 17:15:54.023538,2011-04-21 18:09:10.345330,921982.543028,906624.342253
163269,2011-04-21 21:32:01.837333,2011-04-21 22:57:34.616853,1809893.11703,1556418.03265
163270,2011-04-21 22:58:57.784000,2011-04-22 04:58:38.788800,8467889.57464,8276437.30636
163286,2011-04-22 08:55:01.843929,2011-04-22 11:34:27.478489,2054938.80836,1967607.40726
163289,2011-04-22 11:39:29.241790,2011-04-22 14:09:11.605950,2301090.09499,2258907.74215
163296,2011-04-22 16:53:56.182033,2011-04-22 20:47:38.002449,5679715.38661,5422613.56573
163297,2011-04-22 20:48:20.832508,2011-04-22 22:15:50.266108,2050445.59147,1957340.55871
163300,2011-04-22 22:24:07.691042,2011-04-23 02:25:36.127778,5096066.6625,4999191.65825
163301,2011-04-23 02:26:19.426058,2011-04-23 03:42:32.265994,1478224.90322,1421882.10939
163302,2011-04-23 03:43:29.867653,2011-04-23 05:21:05.902469,1817761.48527,1361898.82067
163308,2011-04-23 05:22:22.869734,2011-04-23 05:37:32.771558,280254.055294,269363.32088
163332,2011-04-23 10:10:58.672080,2011-04-23 15:26:19.963856,8300724.76144,7942858.09616
163333,2011-04-23 15:27:17.210172,2011-04-23 16:10:03.599932,1071514.66783,998938.690285
163334,2011-04-23 16:11:08.698859,2011-04-23 19:49:17.286635,5062581.06373,4965717.35958
163337,2011-04-23 19:50:49.186894,2011-04-23 22:54:44.662862,3899189.52737,3746405.72021
163338,2011-04-23 22:55:46.440229,2011-04-24 00:01:29.348133,1321517.95332,1255517.80907
163339,2011-04-24 00:02:34.783483,2011-04-24 01:14:54.315259,1410464.20413,1282235.57835
163340,2011-04-24 01:16:28.742636,2011-04-24 04:25:04.188396,3414359.52535,3390877.58056
163358,2011-04-24 14:27:27.253518,2011-04-24 14:37:57.185550,262004.228812,245427.369779
163368,2011-04-24 19:00:45.911040,2011-04-24 19:00:22.580224,31235.2920607,0.827670309215
163369,2011-04-24 19:02:04.565957,2011-04-24 19:41:44.309189,1131417.87769,1011965.26266
163370,2011-04-24 19:42:32.973970,2011-04-24 20:50:12.535954,1829384.71222,1517657.07911
163371,2011-04-24 20:51:19.284676,2011-04-24 23:16:21.679044,3473155.35045,3264298.98567
163372,2011-04-24 23:17:19.667403,2011-04-25 00:00:06.057163,1001392.65469,463292.005219
163374,2011-04-25 00:02:55.000401,2011-04-25 05:41:36.141137,7015115.90773,6908854.12962
163375,2011-04-25 05:42:27.810854,2011-04-25 05:48:17.773094,116397.010644,67074.5881244
163376,2011-04-25 05:49:31.593257,2011-04-25 07:26:44.297257,1798337.34972,1730928.51556
163377,2011-04-25 07:27:33.500939,2011-04-25 07:29:53.485835,48902.1865568,2181.47784377
163378,2011-04-25 07:30:43.083706,2011-04-25 11:34:31.505338,4141233.74799,4098606.70127
163385,2011-04-25 14:01:52.956737,2011-04-25 16:50:38.530881,3626927.57183,3317828.56085
163387,2011-04-25 17:01:51.060896,2011-04-25 18:40:13.757344,2133488.29756,2117750.53357
163402,2011-04-25 21:43:44.964681,2011-04-26 02:51:42.970953,7878900.85052,7322534.1225
163475,2011-04-26 21:20:06.085284,2011-04-26 23:18:18.653348,3290349.11394,2974123.45945
163476,2011-04-26 23:19:17.015529,2011-04-27 00:50:16.426473,2511496.69283,2149969.40931
163478,2011-04-27 00:51:02.634943,2011-04-27 01:22:32.431039,830629.730803,476668.254076
163479,2011-04-27 01:24:05.170067,2011-04-27 02:35:38.040211,1853575.29559,1768620.20681
163480,2011-04-27 02:36:24.029573,2011-04-27 03:53:00.200325,1901644.98274,1751106.63705
163481,2011-04-27 03:54:29.184441,2011-04-27 04:28:18.965433,816030.932568,668320.212191
163482,2011-04-27 04:29:10.805498,2011-04-27 04:50:57.331194,519849.534994,239173.96084
163483,2011-04-27 04:52:16.421833,2011-04-27 05:13:16.285897,386959.329347,383955.394397
163581,2011-04-27 21:18:30.940878,2011-04-27 21:18:07.610062,229929.000214,32620.9756928
163582,2011-04-27 21:24:02.857405,2011-04-27 21:48:56.029629,1054035.39716,260155.056971
163583,2011-04-27 21:50:18.008345,2011-04-27 23:19:44.096025,3571517.3354,2987881.85199
163584,2011-04-27 23:20:31.245026,2011-04-27 23:52:47.702754,1246966.25816,792096.378081
163585,2011-04-27 23:53:38.784888,2011-04-28 00:09:12.017528,597551.539541,450824.075091
163586,2011-04-28 00:10:19.412879,2011-04-28 00:49:35.825295,1458878.13202,1054601.22047
163587,2011-04-28 00:50:30.099256,2011-04-28 01:22:46.556984,1173482.52694,712707.8676
163588,2011-04-28 01:23:45.361883,2011-04-28 04:20:17.552347,5972794.87105,5768374.94759
163589,2011-04-28 04:20:58.462685,2011-04-28 05:24:44.716509,2024130.00031,1930232.02567
163591,2011-04-28 05:30:59.015809,2011-04-28 06:07:32.112513,1131111.2641,851633.396904
163592,2011-04-28 06:08:37.245080,2011-04-28 06:53:20.288920,1350600.60489,1222616.49284
163593,2011-04-28 06:54:13.991785,2011-04-28 07:00:50.615657,206776.429294,103503.644538
163596,2011-04-28 07:10:51.526327,2011-04-28 07:20:58.127543,266866.093658,264222.415657
163630,2011-04-28 14:14:56.966806,2011-04-28 14:58:30.018198,1551425.20802,1362104.59289
163655,2011-04-28 19:37:20.481530,2011-04-28 19:55:13.699066,628525.451065,182427.853393
163657,2011-04-28 19:56:28.141343,2011-04-28 20:55:11.094559,2437330.12432,2196679.14155
163658,2011-04-28 20:56:12.156746,2011-04-28 21:02:48.780618,280731.387814,6468.79388449
163659,2011-04-28 21:03:43.674256,2011-04-29 01:42:08.538512,10115811.2807,9735276.00199
163660,2011-04-29 01:43:00.641937,2011-04-29 02:15:17.099665,1071632.99772,766851.326727
163661,2011-04-29 02:16:10.204257,2011-04-29 02:25:53.474657,327537.903179,116330.909475
163662,2011-04-29 02:27:00.584316,2011-04-29 03:34:40.146300,2157422.45584,1870300.42597
163663,2011-04-29 03:35:45.876211,2011-04-29 05:12:35.249395,2932702.78404,2733040.34409
163664,2011-04-29 05:13:27.692777,2011-04-29 06:26:10.555369,2103247.13086,1933234.73808
163665,2011-04-29 06:27:07.589180,2011-04-29 07:34:47.151164,1889906.7238,1719761.78725
163668,2011-04-29 07:36:04.582360,2011-04-29 09:03:34.015960,2342423.57924,2293042.10429
163738,2011-04-30 04:35:03.926059,2011-04-30 06:24:19.885355,4322026.10809,4249374.42825
163752,2011-04-30 11:32:30.240588,2011-04-30 11:41:03.518540,134494.474912,0.0
163753,2011-04-30 11:42:05.641879,2011-04-30 12:34:35.302039,2240171.08182,2112999.16578
163754,2011-04-30 12:35:42.331047,2011-04-30 13:06:02.134695,1255111.51279,740087.806592
163755,2011-04-30 13:07:03.561336,2011-04-30 13:11:43.531128,203478.234462,7.46904788888
163756,2011-04-30 13:12:56.652175,2011-04-30 13:19:33.276047,280101.19995,7.33810250781
163757,2011-04-30 13:20:31.999418,2011-04-30 13:38:01.886138,708095.953394,589065.522964
163758,2011-04-30 13:39:07.160383,2011-04-30 17:31:38.988351,8497350.48256,7883224.07072
163759,2011-04-30 17:32:34.168476,2011-04-30 20:56:19.516060,6549268.04653,6011361.91093
163760,2011-04-30 20:57:19.913384,2011-04-30 23:17:42.337960,4111921.91936,3776461.17964
163761,2011-04-30 23:18:31.800410,2011-05-01 00:46:47.895642,2439539.99305,2206821.48865
163763,2011-05-01 00:47:38.752697,2011-05-01 01:23:01.856953,954491.491406,808331.331087
163765,2011-05-01 01:27:52.135630,2011-05-01 03:31:31.335118,3082946.21708,3043678.06846
163795,2011-05-01 17:01:20.370599,2011-05-01 17:19:36.918951,947299.456871,530720.685184
163796,2011-05-01 17:20:48.219393,2011-05-01 18:30:47.766273,3337157.18012,3273440.74447
163817,2011-05-02 04:14:36.624037,2011-05-02 10:17:24.275365,17017577.7004,16477912.9169
163869,2011-05-03 12:06:12.070383,2011-05-03 12:05:48.739567,827439.412108,784337.128482
165088,2011-05-15 05:22:49.734506,2011-05-15 06:40:12.566890,5082.46883398,5019.25129821
165098,2011-05-15 10:32:13.656136,2011-05-15 12:36:16.186440,31814.3616018,28070.1790695
165099,2011-05-15 12:37:09.636878,2011-05-15 13:25:22.658062,10775.2168048,8896.17267849
165100,2011-05-15 13:26:17.184653,2011-05-15 16:05:19.488397,23682.2434089,22227.3129057
165102,2011-05-15 16:06:03.055094,2011-05-15 17:23:25.887478,17911.0210301,16554.4666958
165103,2011-05-15 17:25:01.414159,2011-05-15 20:20:00.281359,48034.7660601,46789.7947112
165104,2011-05-15 20:20:58.304815,2011-05-15 21:13:27.964975,11721.7680416,10886.4437487
165120,2011-05-16 09:26:46.483143,2011-05-16 09:48:09.678023,279008.123528,214641.505653
165121,2011-05-16 09:49:14.371692,2011-05-16 12:56:39.825004,2208592.05259,2174076.01
165205,2011-05-18 01:04:31.008574,2011-05-18 02:19:57.186878,2078872.55649,1922126.14671
165206,2011-05-18 02:20:45.836641,2011-05-18 02:32:25.761121,316783.12623,0.0
165208,2011-05-18 02:38:13.108269,2011-05-18 03:21:46.159661,1125145.57628,1083041.4527
165364,2011-05-19 21:35:18.606465,2011-05-20 05:44:52.103809,20415606.7462,19833462.901
165399,2011-05-20 13:52:27.520246,2011-05-20 13:55:57.497590,147586.990832,0.0
165400,2011-05-20 13:56:59.792570,2011-05-20 14:30:26.242746,1614297.51373,1389384.04236
165402,2011-05-20 14:36:21.769311,2011-05-20 14:46:28.370527,472042.505049,433248.444432
165415,2011-05-21 01:15:58.213006,2011-05-21 09:57:24.837262,21108287.0215,20312882.9112
165467,2011-05-21 18:33:59.194198,2011-05-21 23:06:10.765398,13498438.8245,12305229.3292
165472,2011-05-21 23:21:52.836689,2011-05-22 05:10:17.247825,14030684.4569,13624327.3802
165486,2011-05-22 12:11:25.954191,2011-05-22 12:45:39.065999,2073423.55311,1632474.06615
165487,2011-05-22 12:46:32.330984,2011-05-22 13:45:38.615016,3218242.29241,3082262.82815
165506,2011-05-22 18:40:12.932357,2011-05-22 19:27:39.291909,2215731.81343,2076120.20141
165514,2011-05-23 00:13:29.756436,2011-05-23 03:27:55.164436,12289686.5628,11619622.5437
165523,2011-05-23 07:34:06.915664,2011-05-23 07:52:23.464016,1019963.34998,73793.1732743
165525,2011-05-23 07:52:54.847752,2011-05-23 08:46:11.169544,2836612.22889,589986.213352
165529,2011-05-23 08:46:40.302926,2011-05-23 09:36:26.647374,2521050.30149,1683.9770264
165536,2011-05-23 09:36:43.545048,2011-05-23 09:43:43.499736,365750.85402,1442.30476122
165537,2011-05-23 09:44:14.149318,2011-05-23 11:42:03.386566,5585599.22914,5052986.50777
165542,2011-05-23 11:42:32.186745,2011-05-23 13:04:34.988921,3636115.92654,2904660.58629
165548,2011-05-23 13:04:43.269223,2011-05-23 17:09:18.352487,9898355.58556,9035110.97477
165557,2011-05-23 17:09:35.794410,2011-05-23 17:18:09.072362,337956.313237,0.0
165558,2011-05-23 17:18:58.889934,2011-05-23 17:47:22.039502,1076935.29047,1000871.82058
165567,2011-05-24 00:13:05.831712,2011-05-24 04:06:24.321312,13700029.9645,12820129.9322
165570,2011-05-24 04:13:24.217316,2011-05-24 10:22:48.492516,17656891.7172,17017799.643
165617,2011-05-24 21:25:55.696176,2011-05-24 23:59:08.037680,9835998.63447,6378110.58504
165619,2011-05-25 00:04:24.677414,2011-05-25 00:19:34.579238,931659.996698,1647.86292293
165620,2011-05-25 00:20:28.082411,2011-05-25 00:44:11.262187,1312687.20169,1086060.75686
165633,2011-05-25 06:21:18.312283,2011-05-25 09:19:47.156827,11012794.2502,10522953.6584
165970,2011-05-27 20:40:23.393065,2011-05-27 22:26:09.375017,7076157.88857,6915187.69307
165993,2011-05-28 06:17:18.598931,2011-05-28 17:00:27.768595,34461743.1249,33646808.0447
166010,2011-05-29 01:14:59.672357,2011-05-29 02:13:19.294757,3879339.7109,3195778.20974
166011,2011-05-29 02:14:19.313781,2011-05-29 02:45:49.109877,2003127.49228,1918084.11181
166033,2011-05-29 08:52:50.162000,2011-05-29 16:52:17.058128,32947765.4061,31780252.7219
166034,2011-05-29 16:53:40.133356,2011-05-29 19:25:42.482412,8175498.25259,6705163.46625
166049,2011-05-30 00:14:46.685599,2011-05-30 05:54:14.487967,23577356.3149,22986299.7513
166051,2011-05-30 05:57:49.073871,2011-05-30 08:23:38.129871,8701016.71937,8286942.51838
166052,2011-05-30 08:24:26.910921,2011-05-30 09:09:56.616393,2446107.2545,2393930.90068
166143,2011-05-31 02:55:25.531184,2011-05-31 03:05:32.132400,849387.746737,0.0262995912323
166144,2011-05-31 03:06:18.372177,2011-05-31 03:11:45.003601,468519.717053,0.136063857514
166145,2011-05-31 03:12:39.263653,2011-05-31 03:19:15.887525,558572.093118,15.1103821476
166147,2011-05-31 03:20:08.192391,2011-05-31 03:25:58.154631,492420.289657,2827.82181745
166148,2011-05-31 03:26:52.749630,2011-05-31 03:29:59.396158,274855.85607,2135.49300008
166149,2011-05-31 03:30:51.147133,2011-05-31 03:42:07.740797,908315.285392,2168.49359074
166150,2011-05-31 03:43:00.447865,2011-05-31 04:27:20.160889,2967178.77755,2844496.41553
166161,2011-05-31 07:25:55.456653,2011-05-31 08:05:35.199885,2988088.53227,2258884.24102
166163,2011-05-31 08:06:40.394766,2011-05-31 08:23:46.950670,1276870.86821,652556.8569
166164,2011-05-31 08:24:34.508075,2011-05-31 08:39:21.079083,918721.466836,843076.191246
166346,2011-06-01 17:31:06.935968,2011-06-01 18:37:59.836320,4745370.82716,4634536.82738
166374,2011-06-02 00:03:03.269211,2011-06-02 01:07:12.853851,4684924.64902,4146578.21887
166375,2011-06-02 01:08:00.694008,2011-06-02 01:50:00.422136,2910415.4518,0.117433082695
166377,2011-06-02 01:51:08.345948,2011-06-02 02:22:14.811228,2090377.68127,1359347.25374
166379,2011-06-02 02:23:05.383857,2011-06-02 03:11:41.735857,3203918.72125,2891472.64074
166380,2011-06-02 03:12:41.765619,2011-06-02 14:58:27.196659,37771748.0049,37039417.2649
166394,2011-06-02 19:45:54.334571,2011-06-02 19:50:34.304363,248540.260781,208871.484748
166408,2011-06-03 03:55:28.711126,2011-06-03 11:31:35.758294,30025496.515,29443462.4233
166429,2011-06-03 18:54:24.454635,2011-06-03 19:17:20.972779,1652594.28736,1539258.07336
166438,2011-06-04 00:16:37.541407,2011-06-04 05:51:02.043167,20125253.7286,19244190.3894
166439,2011-06-04 05:51:49.622018,2011-06-04 05:57:16.253442,217105.061025,2592.49366752
166462,2011-06-04 11:24:12.262929,2011-06-04 14:19:57.791761,10465919.5969,10138742.1939
166486,2011-06-04 21:28:41.587968,2011-06-04 22:17:17.939968,2719890.60751,2621938.04886
166502,2011-06-05 04:30:23.167023,2011-06-05 04:57:59.654959,1822106.81883,1724574.09235
166512,2011-06-05 07:25:57.702704,2011-06-05 19:32:42.997808,41395538.6901,39968801.785
166514,2011-06-05 19:32:54.538449,2011-06-05 22:32:56.706257,7783913.76372,7679684.70696
166530,2011-06-06 05:29:56.100240,2011-06-06 05:39:16.039824,640750.55723,598531.493732
166554,2011-06-06 13:55:49.438952,2011-06-06 18:31:07.656680,18019590.4419,17118665.5457
166562,2011-06-06 18:31:59.385167,2011-06-06 18:35:52.693327,245636.206147,0.161957486596
166563,2011-06-06 18:36:58.907175,2011-06-06 23:34:50.312231,12255875.206,11723080.8286
166565,2011-06-06 23:40:14.309938,2011-06-07 05:28:38.721074,15956801.3639,15670339.766
166699,2011-06-07 20:34:47.094867,2011-06-08 02:11:54.912339,19439143.0639,18970418.1317
166701,2011-06-08 02:17:31.268325,2011-06-08 07:24:42.612965,14021043.3218,13798998.5824
166763,2011-06-08 23:09:34.220334,2011-06-09 03:05:36.025646,14463293.1176,14238881.1827
166781,2011-06-09 11:39:40.933185,2011-06-09 13:57:43.372865,9060635.98221,8479400.06298
166782,2011-06-09 13:58:37.983554,2011-06-09 17:44:09.856834,12882975.2915,12439178.0147
166784,2011-06-09 17:44:54.533168,2011-06-09 20:15:46.889776,7751733.66886,6982354.44033
166787,2011-06-09 20:31:25.299305,2011-06-09 22:52:11.054697,6572475.37616,6479328.09624
166839,2011-06-11 01:40:29.633294,2011-06-11 03:27:48.938510,6892836.4782,5864236.81028
166840,2011-06-11 03:30:08.251076,2011-06-11 03:34:01.559236,254763.438768,2549.71754141
166841,2011-06-11 03:35:02.002175,2011-06-11 10:12:26.096127,21885002.1767,21377224.5447
166842,2011-06-11 10:12:56.056812,2011-06-11 11:24:52.257772,3071402.26111,3016805.18241
166859,2011-06-11 22:28:54.039448,2011-06-12 01:01:43.050136,10319499.4505,9377082.56471
166860,2011-06-12 01:02:42.594447,2011-06-12 01:16:19.173007,878389.137026,425354.213249
166861,2011-06-12 01:17:22.093990,2011-06-12 01:36:25.303974,1201830.21129,204572.878048
166862,2011-06-12 01:37:16.276692,2011-06-12 01:41:32.915668,286356.729858,2829.52332521
166863,2011-06-12 01:42:22.133979,2011-06-12 01:48:12.096219,379472.810232,2549.43387181
166864,2011-06-12 01:49:19.736560,2011-06-12 05:17:21.723120,11771006.7263,10208905.3589
166888,2011-06-12 11:56:47.643572,2011-06-12 14:45:09.886900,11765673.3082,10858183.9369
166889,2011-06-12 14:46:15.302850,2011-06-12 16:19:34.698690,5947918.15529,5415466.53066
166890,2011-06-12 16:20:39.905816,2011-06-12 19:53:21.862168,12257674.3615,9813263.37235
166893,2011-06-12 19:54:08.334763,2011-06-12 20:02:41.612715,478990.482998,2560.20000165
166894,2011-06-12 20:03:49.164346,2011-06-12 21:28:35.282234,4432970.93994,3734141.71707
166895,2011-06-12 21:29:18.194786,2011-06-13 01:22:36.684386,11059073.1584,10884009.2657
166911,2011-06-13 08:36:44.564615,2011-06-13 08:56:57.767047,1383505.31943,1307961.65245
166921,2011-06-13 11:25:13.495618,2011-06-13 11:41:33.389890,1225024.30065,949890.892888
166922,2011-06-13 11:43:04.788289,2011-06-13 16:49:29.471297,20357011.2281,19488388.2541
166923,2011-06-13 16:50:19.593377,2011-06-13 19:52:18.415265,10318896.8733,10174106.7035
166946,2011-06-14 05:28:58.776881,2011-06-14 06:37:25.000497,4939539.78702,4459621.59916
166947,2011-06-14 06:39:06.262748,2011-06-14 06:43:46.232540,352088.204827,2665.95748823
166950,2011-06-14 06:52:41.774537,2011-06-14 16:16:08.126921,32722304.0643,31517622.9391
166960,2011-06-14 16:16:35.024234,2011-06-14 17:33:34.525802,3746329.0108,3072023.12891
166966,2011-06-14 17:34:37.547050,2011-06-14 19:13:00.243498,4567921.26526,4163045.20362
166967,2011-06-14 19:14:03.477730,2011-06-14 20:38:49.595618,3680781.35784,3625423.44382
167039,2011-06-16 05:21:42.991528,2011-06-16 06:52:42.402472,6109731.41267,5585048.84186
167041,2011-06-16 06:57:44.159102,2011-06-16 11:20:12.459902,14949360.5061,14342447.5383
167043,2011-06-16 11:21:08.086607,2011-06-16 12:52:30.828367,4387573.13846,4314330.22974
167078,2011-06-16 23:13:10.058309,2011-06-17 00:07:59.703365,3633412.85789,3508498.17674
167098,2011-06-17 04:14:49.317630,2011-06-17 06:57:44.929534,9699885.68115,9094316.60291
167099,2011-06-17 06:58:48.707060,2011-06-17 07:48:35.051508,1586539.71235,4877.92589548
167100,2011-06-17 07:49:26.283401,2011-06-17 08:04:12.854409,514518.276284,512497.454263
167101,2011-06-17 08:05:09.604732,2011-06-17 08:35:06.077564,725020.283047,483881.883317
167102,2011-06-17 08:36:05.234664,2011-06-17 11:26:47.462888,9120671.35014,8613069.54616
167103,2011-06-17 11:28:27.482825,2011-06-17 12:04:37.248713,1751924.16976,1697011.53281
167150,2011-06-18 05:15:29.005035,2011-06-18 05:22:05.628907,480121.261891,2517.28694274
167151,2011-06-18 05:23:21.617704,2011-06-18 05:49:24.782376,1699353.42858,1041906.8745
167281,2011-06-20 22:12:42.455511,2011-06-21 02:04:27.621847,14837557.9554,14407800.5325
167282,2011-06-21 02:06:55.921366,2011-06-21 05:04:14.773462,9318358.0092,8870940.85847
167283,2011-06-21 05:05:22.680292,2011-06-21 05:06:56.003556,96002.453593,2521.93747532
167284,2011-06-21 05:08:59.743955,2011-06-21 16:12:45.446867,27061654.3329,25804793.6285
167551,2011-06-24 09:04:31.132732,2011-06-24 11:49:00.067900,12147877.6506,11883190.8899
167673,2011-06-24 20:53:32.295436,2011-06-24 22:52:54.855948,8581177.81202,6594973.51704
167674,2011-06-24 22:53:46.186659,2011-06-25 01:11:25.295523,9043643.19838,8594580.85548
167675,2011-06-25 01:12:12.141709,2011-06-25 08:07:29.453197,23196705.5635,22678660.8599
